Age,MonthlyCharge,Bandwidth_GB_Year,Tenure,Churn
68,172.45551899999998,904.5361101999999,6.795512947000001,No
27,242.632554,800.9827661,1.156680997,Yes
50,159.947583,2054.706961,15.75414408,No
48,119.95683999999999,2164.579412,17.08722662,No
83,149.948316,271.49343619999996,1.6709717259999999,Yes
83,185.007692,1039.357983,7.000993555,No
79,200.118516,1907.2429719999998,13.23677381,Yes
30,114.950905,979.6127078,4.26425515,Yes
49,117.46859099999999,1312.874964,8.220686373,No
86,162.48269399999998,508.7637913,3.4220861389999997,No
23,174.95811799999998,2728.7678690000002,19.26726194,No
56,149.96209299999998,1180.588788,10.52199781,No
83,137.439154,1196.3880179999999,13.01149229,No
29,184.97151599999998,1948.694497,16.87922024,No
30,159.96558100000001,1582.295235,10.06019902,Yes
39,177.65076000000002,1840.0144670000002,13.87001293,Yes
63,194.966286,2070.376729,15.78214958,Yes
60,202.682861,882.0985933000001,2.303331273,Yes
61,152.490739,1833.0967,17.10995632,No
23,149.944668,1954.080809,12.80615845,Yes
38,184.97845800000002,2330.319383,20.45390977,No
30,127.49576599999999,594.1054279,2.415991977,No
52,124.964303,713.0633088,6.652298992,No
68,149.948316,945.3802927999999,8.543717478,No
75,162.511928,870.7639800000001,5.770390256000001,Yes
77,92.455141,774.2937069,4.157658837,Yes
47,222.649979,1506.446527,10.40566091,Yes
70,139.98157700000002,419.0508708,1.3924215969999998,Yes
20,200.132293,1259.415493,1.4303863490000002,Yes
69,257.651257,1745.1259559999999,5.425864884,Yes
45,230.105118,1795.465729,11.08287797,No
40,147.489301,492.4771472,3.5861849539999997,No
82,230.105118,1013.993166,4.727388465,Yes
74,174.95811799999998,2680.762173,20.89923386,Yes
69,267.664655,1081.8143619999998,3.471329958,Yes
52,162.48326699999998,1209.961168,5.478588203999999,Yes
26,229.993134,897.5919144,3.3129918089999997,Yes
25,140.00128,1340.9301560000001,7.161561527000001,No
66,184.964681,1113.993679,9.847563363999999,No
72,147.47384399999999,1530.10769,16.04202196,No
21,172.45785700000002,1310.137419,9.179779682000001,No
55,107.48198899999998,892.8964931,3.0028441439999995,No
41,255.141716,1125.581944,3.924254455,Yes
32,192.45674499999998,2016.7100309999998,18.55959629,No
22,242.632554,1412.736809,8.798394712,Yes
44,245.174977,1710.689671,10.377366,Yes
23,184.964681,2384.885909,22.25746016,Yes
43,195.006206,1213.940165,9.427146079,Yes
86,104.962874,740.010722,7.760290062,No
84,92.488023,897.9716152999999,11.56938439,No
62,184.97968400000002,1026.387172,3.343811019,Yes
68,187.656013,1234.244324,7.338869531,Yes
59,149.96209299999998,727.3731845,5.486534225,No
31,169.944668,452.87215039999995,1.55278221,Yes
51,160.00128,1296.6745429999999,12.07970325,Yes
58,129.96209299999998,1840.628269,13.98666226,No
73,114.950905,1324.330108,9.563362997,Yes
33,142.515576,958.1397059000001,6.7329489460000005,No
58,220.14775,1868.8640269999999,15.72071086,Yes
49,124.97808,676.712908,7.233605493,No
26,164.964681,1086.990308,2.8710170369999997,No
25,194.976769,704.7540406,2.3448753819999997,No
42,152.45551899999998,1416.444695,7.960490246,Yes
81,92.5018,1095.950634,12.25062113,No
43,127.48872800000001,1083.610268,9.634946079,No
63,184.963371,1570.641337,7.916533093,No
70,265.146969,1007.4255529999999,4.471254161,Yes
78,207.609354,1323.028419,10.79028074,Yes
48,152.462354,1808.730555,12.24190682,No
63,200.132293,1120.2414720000002,2.2038594430000003,Yes
60,212.65568599999997,2676.789803,23.92132231,Yes
87,255.11979399999998,1268.0869089999999,3.7311787000000005,Yes
54,134.950905,822.6771666,7.980015371,No
35,255.137219,1577.915603,9.190009376,Yes
70,214.966286,648.7471776000001,2.378630018,Yes
67,270.160419,1648.102673,5.43464555,Yes
46,200.165175,768.0874545,1.092361222,Yes
50,149.937833,2426.030626,20.13981517,No
24,240.11486800000003,2660.503932,24.64873861,Yes
20,127.49576599999999,1129.549713,9.677739656,No
29,187.609354,1771.286466,9.82814183,Yes
31,169.992756,943.3391244,7.832238337000001,No
72,192.45674499999998,1907.2260829999998,19.45250317,No
71,120.004928,1885.939118,14.34766616,No
32,195.006206,631.7435653,2.257358355,No
33,139.95684,562.6095219,2.358129018,No
67,114.983787,593.8572264,4.650578623,No
66,207.638588,777.3060717999999,3.7217726160000004,Yes
21,187.609354,1393.202392,3.76663012,Yes
61,134.950905,393.6524652,4.151256695,No
75,192.470522,409.7486664,2.188918771,Yes
63,222.62805699999998,2138.107161,13.85488928,Yes
68,162.468917,443.98403099999996,3.2733411510000003,No
32,159.97935800000002,2481.385603,19.75096265,Yes
76,184.97968400000002,2233.567181,18.38404445,No
29,245.145743,1158.91369,4.672610857,Yes
83,124.97808,529.40733,6.796299371,No
23,187.484705,1956.7337,12.97632235,Yes
80,162.500692,2056.386979,20.31163945,No
20,182.46760700000002,1067.373076,6.998814446,No
69,222.660939,1806.1357329999998,14.46288204,Yes
32,182.46760700000002,1397.701335,11.13472066,No
53,220.161527,808.4305471,2.542296644,Yes
25,169.937833,1886.5319370000002,17.22596021,No
69,204.963371,2294.7811309999997,22.79214163,Yes
71,204.963371,826.3438621,3.8236897439999997,Yes
53,245.128318,2072.564168,10.77094687,Yes
56,172.473314,1436.793746,13.08671185,Yes
42,172.45674499999998,1963.3326829999999,14.76468813,Yes
33,194.976769,1324.164906,9.473091121,Yes
47,137.439154,704.9375603,5.197446331,No
48,192.470522,888.6517305,6.5775526829999995,Yes
63,159.951231,377.0810282,3.1745719180000003,Yes
40,112.455141,1606.489936,17.88002366,No
67,174.96176599999998,1431.409396,13.12190056,Yes
56,162.452604,2253.85247,23.34617699,No
24,137.48359399999998,1353.29384,6.311709177999999,No
79,275.133571,1701.457566,12.58298231,No
61,127.44206899999999,1290.737183,7.120096362999999,Yes
38,210.138,1403.270091,9.344886869,Yes
28,147.45641899999998,2603.903672,22.37815032,No
44,242.65729100000001,1256.287854,4.799514433,Yes
65,114.983787,980.9935923,10.04672315,No
35,187.656013,1347.869205,8.156552837000001,No
31,149.991327,1127.267848,7.992791229,No
34,124.960655,1269.836202,7.231032028,No
68,220.161527,1038.7453779999998,4.6276720419999995,Yes
62,172.48852,1531.155367,10.05306287,No
52,120.004928,991.2441024,4.171044392,No
